Instant,Date,Hour,Month,Day,Holiday,Weekday,WorkingDay,Total Parking Spaces,No of parking spaces left,Free Spaces  %,Occupancy
62,3-Feb-17,13,2,Friday,0,5,1,235,0,0,100
63,3-Feb-17,14,2,Friday,0,5,1,235,3,1,99
64,3-Feb-17,15,2,Friday,0,5,1,235,5,2,98
65,3-Feb-17,16,2,Friday,0,5,1,235,10,4,96
66,3-Feb-17,17,2,Friday,0,5,1,235,60,26,74
67,3-Feb-17,18,2,Friday,0,5,1,235,100,43,57
68,3-Feb-17,19,2,Friday,0,5,1,235,205,87,13
69,3-Feb-17,20,2,Friday,0,5,1,235,221,94,6
70,3-Feb-17,21,2,Friday,0,5,1,235,221,94,6
71,3-Feb-17,22,2,Friday,0,5,1,235,221,94,6
72,3-Feb-17,23,2,Friday,0,5,1,235,221,94,6
73,4-Feb-17,0,2,Saturday,1,6,0,235,222,94,6
74,4-Feb-17,1,2,Saturday,1,6,0,235,222,94,6
75,4-Feb-17,2,2,Saturday,1,6,0,235,222,94,6
76,4-Feb-17,3,2,Saturday,1,6,0,235,222,94,6
77,4-Feb-17,4,2,Saturday,1,6,0,235,222,94,6
78,4-Feb-17,5,2,Saturday,1,6,0,235,222,94,6
79,4-Feb-17,6,2,Saturday,1,6,0,235,200,85,15
80,4-Feb-17,7,2,Saturday,1,6,0,235,68,29,71
81,4-Feb-17,8,2,Saturday,1,6,0,235,50,21,79
82,4-Feb-17,9,2,Saturday,1,6,0,235,45,19,81
83,4-Feb-17,10,2,Saturday,1,6,0,235,43,18,82
84,4-Feb-17,11,2,Saturday,1,6,0,235,44,19,81
85,4-Feb-17,12,2,Saturday,1,6,0,235,30,13,87
86,4-Feb-17,13,2,Saturday,1,6,0,235,30,13,87
87,4-Feb-17,14,2,Saturday,1,6,0,235,30,13,87
88,4-Feb-17,15,2,Saturday,1,6,0,235,30,13,87
89,4-Feb-17,16,2,Saturday,1,6,0,235,35,15,85
90,4-Feb-17,17,2,Saturday,1,6,0,235,102,43,57
91,4-Feb-17,18,2,Saturday,1,6,0,235,135,57,43
92,4-Feb-17,19,2,Saturday,1,6,0,235,205,87,13
93,4-Feb-17,20,2,Saturday,1,6,0,235,223,95,5
94,4-Feb-17,21,2,Saturday,1,6,0,235,223,95,5
95,4-Feb-17,22,2,Saturday,1,6,0,235,223,95,5
96,4-Feb-17,23,2,Saturday,1,6,0,235,223,95,5
97,5-Feb-17,0,2,Sunday,1,7,0,235,223,95,5
98,5-Feb-17,1,2,Sunday,1,7,0,235,223,95,5
99,5-Feb-17,2,2,Sunday,1,7,0,235,223,95,5
100,5-Feb-17,3,2,Sunday,1,7,0,235,223,95,5
101,5-Feb-17,4,2,Sunday,1,7,0,235,223,95,5
102,5-Feb-17,5,2,Sunday,1,7,0,235,223,95,5
103,5-Feb-17,6,2,Sunday,1,7,0,235,210,89,11
104,5-Feb-17,7,2,Sunday,1,7,0,235,180,77,23
105,5-Feb-17,8,2,Sunday,1,7,0,235,90,38,62
106,5-Feb-17,9,2,Sunday,1,7,0,235,60,26,74
107,5-Feb-17,10,2,Sunday,1,7,0,235,58,25,75
108,5-Feb-17,11,2,Sunday,1,7,0,235,55,23,77
109,5-Feb-17,12,2,Sunday,1,7,0,235,53,23,77
110,5-Feb-17,13,2,Sunday,1,7,0,235,52,22,78
111,5-Feb-17,14,2,Sunday,1,7,0,235,52,22,78
112,5-Feb-17,15,2,Sunday,1,7,0,235,52,22,78
113,5-Feb-17,16,2,Sunday,1,7,0,235,101,43,57
114,5-Feb-17,17,2,Sunday,1,7,0,235,104,44,56
115,5-Feb-17,18,2,Sunday,1,7,0,235,180,77,23
116,5-Feb-17,19,2,Sunday,1,7,0,235,210,89,11
117,5-Feb-17,20,2,Sunday,1,7,0,235,215,91,9
118,5-Feb-17,21,2,Sunday,1,7,0,235,220,94,6
119,5-Feb-17,22,2,Sunday,1,7,0,235,220,94,6
120,5-Feb-17,23,2,Sunday,1,7,0,235,220,94,6
121,6-Feb-17,0,2,Monday,0,1,1,235,220,94,6
122,6-Feb-17,1,2,Monday,0,1,1,235,220,94,6
123,6-Feb-17,2,2,Monday,0,1,1,235,220,94,6
124,6-Feb-17,3,2,Monday,0,1,1,235,220,94,6
125,6-Feb-17,4,2,Monday,0,1,1,235,220,94,6
126,6-Feb-17,5,2,Monday,0,1,1,235,220,94,6
127,6-Feb-17,6,2,Monday,0,1,1,235,200,85,15
128,6-Feb-17,7,2,Monday,0,1,1,235,190,81,19
129,6-Feb-17,8,2,Monday,0,1,1,235,32,14,86
130,6-Feb-17,9,2,Monday,0,1,1,235,20,9,91
131,6-Feb-17,10,2,Monday,0,1,1,235,10,4,96
132,6-Feb-17,11,2,Monday,0,1,1,235,0,0,100
133,6-Feb-17,12,2,Monday,0,1,1,235,0,0,100
134,6-Feb-17,13,2,Monday,0,1,1,235,0,0,100
135,6-Feb-17,14,2,Monday,0,1,1,235,0,0,100
136,6-Feb-17,15,2,Monday,0,1,1,235,3,1,99
137,6-Feb-17,16,2,Monday,0,1,1,235,4,2,98
138,6-Feb-17,17,2,Monday,0,1,1,235,50,21,79
139,6-Feb-17,18,2,Monday,0,1,1,235,110,47,53
140,6-Feb-17,19,2,Monday,0,1,1,235,150,64,36
141,6-Feb-17,20,2,Monday,0,1,1,235,190,81,19
142,6-Feb-17,21,2,Monday,0,1,1,235,212,90,10
143,6-Feb-17,22,2,Monday,0,1,1,235,212,90,10
144,6-Feb-17,23,2,Monday,0,1,1,235,212,90,10
145,7-Feb-17,0,2,Tuesday,0,2,1,235,212,90,10
146,7-Feb-17,1,2,Tuesday,0,2,1,235,212,90,10
147,7-Feb-17,2,2,Tuesday,0,2,1,235,212,90,10
148,7-Feb-17,3,2,Tuesday,0,2,1,235,212,90,10
149,7-Feb-17,4,2,Tuesday,0,2,1,235,212,90,10
150,7-Feb-17,5,2,Tuesday,0,2,1,235,212,90,10
151,7-Feb-17,6,2,Tuesday,0,2,1,235,192,82,18
152,7-Feb-17,7,2,Tuesday,0,2,1,235,98,42,58
153,7-Feb-17,8,2,Tuesday,0,2,1,235,24,10,90
154,7-Feb-17,9,2,Tuesday,0,2,1,235,22,9,91
155,7-Feb-17,10,2,Tuesday,0,2,1,235,21,9,91
156,7-Feb-17,11,2,Tuesday,0,2,1,235,0,0,100
157,7-Feb-17,12,2,Tuesday,0,2,1,235,0,0,100
158,7-Feb-17,13,2,Tuesday,0,2,1,235,0,0,100
159,7-Feb-17,14,2,Tuesday,0,2,1,235,0,0,100
160,7-Feb-17,15,2,Tuesday,0,2,1,235,0,0,100
161,7-Feb-17,16,2,Tuesday,0,2,1,235,20,9,91
162,7-Feb-17,17,2,Tuesday,0,2,1,235,100,43,57
163,7-Feb-17,18,2,Tuesday,0,2,1,235,115,49,51
164,7-Feb-17,19,2,Tuesday,0,2,1,235,108,46,54
165,7-Feb-17,20,2,Tuesday,0,2,1,235,110,47,53
166,7-Feb-17,21,2,Tuesday,0,2,1,235,130,55,45
167,7-Feb-17,22,2,Tuesday,0,2,1,235,206,88,12
168,7-Feb-17,23,2,Tuesday,0,2,1,235,206,88,12
169,8-Feb-17,0,2,Wednesday,0,3,1,235,206,88,12
170,8-Feb-17,1,2,Wednesday,0,3,1,235,206,88,12
171,8-Feb-17,2,2,Wednesday,0,3,1,235,206,88,12
172,8-Feb-17,3,2,Wednesday,0,3,1,235,206,88,12
173,8-Feb-17,4,2,Wednesday,0,3,1,235,206,88,12
174,8-Feb-17,5,2,Wednesday,0,3,1,235,206,88,12
175,8-Feb-17,6,2,Wednesday,0,3,1,235,195,83,17
176,8-Feb-17,7,2,Wednesday,0,3,1,235,170,72,28
177,8-Feb-17,8,2,Wednesday,0,3,1,235,15,6,94
178,8-Feb-17,9,2,Wednesday,0,3,1,235,14,6,94
179,8-Feb-17,10,2,Wednesday,0,3,1,235,0,0,100
180,8-Feb-17,11,2,Wednesday,0,3,1,235,0,0,100
181,8-Feb-17,12,2,Wednesday,0,3,1,235,0,0,100
182,8-Feb-17,13,2,Wednesday,0,3,1,235,0,0,100
183,8-Feb-17,14,2,Wednesday,0,3,1,235,0,0,100
184,8-Feb-17,15,2,Wednesday,0,3,1,235,16,7,93
185,8-Feb-17,16,2,Wednesday,0,3,1,235,40,17,83
186,8-Feb-17,17,2,Wednesday,0,3,1,235,110,47,53
187,8-Feb-17,18,2,Wednesday,0,3,1,235,140,60,40
188,8-Feb-17,19,2,Wednesday,0,3,1,235,180,77,23
189,8-Feb-17,20,2,Wednesday,0,3,1,235,207,88,12
190,8-Feb-17,21,2,Wednesday,0,3,1,235,213,91,9
191,8-Feb-17,22,2,Wednesday,0,3,1,235,213,91,9
192,8-Feb-17,23,2,Wednesday,0,3,1,235,213,91,9
193,9-Feb-17,0,2,Thursday,0,4,1,235,213,91,9
194,9-Feb-17,1,2,Thursday,0,4,1,235,213,91,9
195,9-Feb-17,2,2,Thursday,0,4,1,235,213,91,9
196,9-Feb-17,3,2,Thursday,0,4,1,235,213,91,9
197,9-Feb-17,4,2,Thursday,0,4,1,235,213,91,9
198,9-Feb-17,5,2,Thursday,0,4,1,235,213,91,9
199,9-Feb-17,6,2,Thursday,0,4,1,235,195,83,17
200,9-Feb-17,7,2,Thursday,0,4,1,235,170,72,28
201,9-Feb-17,8,2,Thursday,0,4,1,235,15,6,94
202,9-Feb-17,9,2,Thursday,0,4,1,235,14,6,94
203,9-Feb-17,10,2,Thursday,0,4,1,235,0,0,100
204,9-Feb-17,11,2,Thursday,0,4,1,235,0,0,100
205,9-Feb-17,12,2,Thursday,0,4,1,235,0,0,100
206,9-Feb-17,13,2,Thursday,0,4,1,235,0,0,100
207,9-Feb-17,14,2,Thursday,0,4,1,235,16,7,93
208,9-Feb-17,15,2,Thursday,0,4,1,235,40,17,83
209,9-Feb-17,16,2,Thursday,0,4,1,235,110,47,53
210,9-Feb-17,17,2,Thursday,0,4,1,235,140,60,40
211,9-Feb-17,18,2,Thursday,0,4,1,235,180,77,23
212,9-Feb-17,19,2,Thursday,0,4,1,235,207,88,12
213,9-Feb-17,20,2,Thursday,0,4,1,235,213,91,9
214,9-Feb-17,21,2,Thursday,0,4,1,235,213,91,9
215,9-Feb-17,22,2,Thursday,0,4,1,235,213,91,9
216,9-Feb-17,23,2,Thursday,0,4,1,235,213,91,9
217,10-Feb-17,0,2,Friday,0,5,1,235,213,91,9
218,10-Feb-17,1,2,Friday,0,5,1,235,213,91,9
219,10-Feb-17,2,2,Friday,0,5,1,235,213,91,9
220,10-Feb-17,3,2,Friday,0,5,1,235,213,91,9
221,10-Feb-17,4,2,Friday,0,5,1,235,213,91,9
222,10-Feb-17,5,2,Friday,0,5,1,235,213,91,9
223,10-Feb-17,6,2,Friday,0,5,1,235,208,89,11
224,10-Feb-17,7,2,Friday,0,5,1,235,196,83,17
225,10-Feb-17,8,2,Friday,0,5,1,235,60,26,74
226,10-Feb-17,9,2,Friday,0,5,1,235,20,9,91
227,10-Feb-17,10,2,Friday,0,5,1,235,0,0,100
228,10-Feb-17,11,2,Friday,0,5,1,235,6,3,97
229,10-Feb-17,12,2,Friday,0,5,1,235,6,3,97
230,10-Feb-17,13,2,Friday,0,5,1,235,4,2,98
231,10-Feb-17,14,2,Friday,0,5,1,235,2,1,99
232,10-Feb-17,15,2,Friday,0,5,1,235,6,3,97
233,10-Feb-17,16,2,Friday,0,5,1,235,8,3,97
234,10-Feb-17,17,2,Friday,0,5,1,235,20,9,91
235,10-Feb-17,18,2,Friday,0,5,1,235,108,46,54
236,10-Feb-17,19,2,Friday,0,5,1,235,140,60,40
237,10-Feb-17,20,2,Friday,0,5,1,235,214,91,9
238,10-Feb-17,21,2,Friday,0,5,1,235,214,91,9
239,10-Feb-17,22,2,Friday,0,5,1,235,214,91,9
240,10-Feb-17,23,2,Friday,0,5,1,235,214,91,9
241,11-Feb-17,0,2,Saturday,1,6,0,235,214,91,9
242,11-Feb-17,1,2,Saturday,1,6,0,235,214,91,9
243,11-Feb-17,2,2,Saturday,1,6,0,235,214,91,9
244,11-Feb-17,3,2,Saturday,1,6,0,235,214,91,9
245,11-Feb-17,4,2,Saturday,1,6,0,235,214,91,9
246,11-Feb-17,5,2,Saturday,1,6,0,235,214,91,9
247,11-Feb-17,6,2,Saturday,1,6,0,235,186,79,21
248,11-Feb-17,7,2,Saturday,1,6,0,235,80,34,66
249,11-Feb-17,8,2,Saturday,1,6,0,235,28,12,88
250,11-Feb-17,9,2,Saturday,1,6,0,235,10,4,96
251,11-Feb-17,10,2,Saturday,1,6,0,235,8,3,97
252,11-Feb-17,11,2,Saturday,1,6,0,235,8,3,97
253,11-Feb-17,12,2,Saturday,1,6,0,235,6,3,97
254,11-Feb-17,13,2,Saturday,1,6,0,235,4,2,98
255,11-Feb-17,14,2,Saturday,1,6,0,235,5,2,98
256,11-Feb-17,15,2,Saturday,1,6,0,235,12,5,95
257,11-Feb-17,16,2,Saturday,1,6,0,235,40,17,83
258,11-Feb-17,17,2,Saturday,1,6,0,235,90,38,62
259,11-Feb-17,18,2,Saturday,1,6,0,235,170,72,28
260,11-Feb-17,19,2,Saturday,1,6,0,235,190,81,19
261,11-Feb-17,20,2,Saturday,1,6,0,235,225,96,4
262,11-Feb-17,21,2,Saturday,1,6,0,235,225,96,4
263,11-Feb-17,22,2,Saturday,1,6,0,235,225,96,4
264,11-Feb-17,23,2,Saturday,1,6,0,235,225,96,4
265,12-Feb-17,0,2,Sunday,1,7,0,235,225,96,4
266,12-Feb-17,1,2,Sunday,1,7,0,235,225,96,4
267,12-Feb-17,2,2,Sunday,1,7,0,235,225,96,4
268,12-Feb-17,3,2,Sunday,1,7,0,235,225,96,4
269,12-Feb-17,4,2,Sunday,1,7,0,235,225,96,4
270,12-Feb-17,5,2,Sunday,1,7,0,235,225,96,4
271,12-Feb-17,6,2,Sunday,1,7,0,235,200,85,15
272,12-Feb-17,7,2,Sunday,1,7,0,235,190,81,19
273,12-Feb-17,8,2,Sunday,1,7,0,235,160,68,32
274,12-Feb-17,9,2,Sunday,1,7,0,235,160,68,32
275,12-Feb-17,10,2,Sunday,1,7,0,235,160,68,32
276,12-Feb-17,11,2,Sunday,1,7,0,235,160,68,32
277,12-Feb-17,12,2,Sunday,1,7,0,235,160,68,32
278,12-Feb-17,13,2,Sunday,1,7,0,235,160,68,32
279,12-Feb-17,14,2,Sunday,1,7,0,235,160,68,32
280,12-Feb-17,15,2,Sunday,1,7,0,235,160,68,32
281,12-Feb-17,16,2,Sunday,1,7,0,235,180,77,23
282,12-Feb-17,17,2,Sunday,1,7,0,235,190,81,19
283,12-Feb-17,18,2,Sunday,1,7,0,235,230,98,2
284,12-Feb-17,19,2,Sunday,1,7,0,235,232,99,1
285,12-Feb-17,20,2,Sunday,1,7,0,235,232,99,1
286,12-Feb-17,21,2,Sunday,1,7,0,235,232,99,1
287,12-Feb-17,22,2,Sunday,1,7,0,235,232,99,1
288,12-Feb-17,23,2,Sunday,1,7,0,235,232,99,1
289,13-Feb-17,0,2,Monday,0,1,1,235,232,99,1
290,13-Feb-17,1,2,Monday,0,1,1,235,232,99,1
291,13-Feb-17,2,2,Monday,0,1,1,235,232,99,1
292,13-Feb-17,3,2,Monday,0,1,1,235,232,99,1
293,13-Feb-17,4,2,Monday,0,1,1,235,232,99,1
294,13-Feb-17,5,2,Monday,0,1,1,235,232,99,1
295,13-Feb-17,6,2,Monday,0,1,1,235,204,87,13
296,13-Feb-17,7,2,Monday,0,1,1,235,195,83,17
297,13-Feb-17,8,2,Monday,0,1,1,235,45,19,81
298,13-Feb-17,9,2,Monday,0,1,1,235,20,9,91
299,13-Feb-17,10,2,Monday,0,1,1,235,0,0,100
300,13-Feb-17,11,2,Monday,0,1,1,235,0,0,100
301,13-Feb-17,12,2,Monday,0,1,1,235,0,0,100
302,13-Feb-17,13,2,Monday,0,1,1,235,5,2,98
303,13-Feb-17,14,2,Monday,0,1,1,235,0,0,100
304,13-Feb-17,15,2,Monday,0,1,1,235,0,0,100
305,13-Feb-17,16,2,Monday,0,1,1,235,4,2,98
306,13-Feb-17,17,2,Monday,0,1,1,235,30,13,87
307,13-Feb-17,18,2,Monday,0,1,1,235,110,47,53
308,13-Feb-17,19,2,Monday,0,1,1,235,198,84,16
309,13-Feb-17,20,2,Monday,0,1,1,235,210,89,11
310,13-Feb-17,21,2,Monday,0,1,1,235,217,92,8
311,13-Feb-17,22,2,Monday,0,1,1,235,217,92,8
312,13-Feb-17,23,2,Monday,0,1,1,235,217,92,8
313,14-Feb-17,0,2,Tuesday,0,2,1,235,217,92,8
314,14-Feb-17,1,2,Tuesday,0,2,1,235,217,92,8
315,14-Feb-17,2,2,Tuesday,0,2,1,235,217,92,8
316,14-Feb-17,3,2,Tuesday,0,2,1,235,217,92,8
317,14-Feb-17,4,2,Tuesday,0,2,1,235,217,92,8
318,14-Feb-17,5,2,Tuesday,0,2,1,235,217,92,8
319,14-Feb-17,6,2,Tuesday,0,2,1,235,200,85,15
320,14-Feb-17,7,2,Tuesday,0,2,1,235,58,25,75
321,14-Feb-17,8,2,Tuesday,0,2,1,235,30,13,87
322,14-Feb-17,9,2,Tuesday,0,2,1,235,10,4,96
323,14-Feb-17,10,2,Tuesday,0,2,1,235,0,0,100
324,14-Feb-17,11,2,Tuesday,0,2,1,235,0,0,100
325,14-Feb-17,12,2,Tuesday,0,2,1,235,0,0,100
326,14-Feb-17,13,2,Tuesday,0,2,1,235,0,0,100
327,14-Feb-17,14,2,Tuesday,0,2,1,235,5,2,98
328,14-Feb-17,15,2,Tuesday,0,2,1,235,8,3,97
329,14-Feb-17,16,2,Tuesday,0,2,1,235,10,4,96
330,14-Feb-17,17,2,Tuesday,0,2,1,235,130,55,45
331,14-Feb-17,18,2,Tuesday,0,2,1,235,200,85,15
332,14-Feb-17,19,2,Tuesday,0,2,1,235,210,89,11
333,14-Feb-17,20,2,Tuesday,0,2,1,235,210,89,11
334,14-Feb-17,21,2,Tuesday,0,2,1,235,210,89,11
335,14-Feb-17,22,2,Tuesday,0,2,1,235,210,89,11
336,14-Feb-17,23,2,Tuesday,0,2,1,235,210,89,11
337,15-Feb-17,0,2,Wednesday,0,3,1,235,210,89,11
338,15-Feb-17,1,2,Wednesday,0,3,1,235,210,89,11
339,15-Feb-17,2,2,Wednesday,0,3,1,235,210,89,11
340,15-Feb-17,3,2,Wednesday,0,3,1,235,210,89,11
341,15-Feb-17,4,2,Wednesday,0,3,1,235,210,89,11
342,15-Feb-17,5,2,Wednesday,0,3,1,235,210,89,11
343,15-Feb-17,6,2,Wednesday,0,3,1,235,160,68,32
344,15-Feb-17,7,2,Wednesday,0,3,1,235,80,34,66
345,15-Feb-17,8,2,Wednesday,0,3,1,235,30,13,87
346,15-Feb-17,9,2,Wednesday,0,3,1,235,15,6,94
347,15-Feb-17,10,2,Wednesday,0,3,1,235,10,4,96
348,15-Feb-17,11,2,Wednesday,0,3,1,235,0,0,100
349,15-Feb-17,12,2,Wednesday,0,3,1,235,0,0,100
350,15-Feb-17,13,2,Wednesday,0,3,1,235,0,0,100
351,15-Feb-17,14,2,Wednesday,0,3,1,235,3,1,99
352,15-Feb-17,15,2,Wednesday,0,3,1,235,10,4,96
353,15-Feb-17,16,2,Wednesday,0,3,1,235,30,13,87
354,15-Feb-17,17,2,Wednesday,0,3,1,235,80,34,66
355,15-Feb-17,18,2,Wednesday,0,3,1,235,205,87,13
356,15-Feb-17,19,2,Wednesday,0,3,1,235,220,94,6
357,15-Feb-17,20,2,Wednesday,0,3,1,235,223,95,5
358,15-Feb-17,21,2,Wednesday,0,3,1,235,223,95,5
359,15-Feb-17,22,2,Wednesday,0,3,1,235,223,95,5
360,15-Feb-17,23,2,Wednesday,0,3,1,235,223,95,5
361,16-Feb-17,0,2,Thursday,0,4,1,235,223,95,5
362,16-Feb-17,1,2,Thursday,0,4,1,235,223,95,5
363,16-Feb-17,2,2,Thursday,0,4,1,235,223,95,5
364,16-Feb-17,3,2,Thursday,0,4,1,235,223,95,5
365,16-Feb-17,4,2,Thursday,0,4,1,235,223,95,5
366,16-Feb-17,5,2,Thursday,0,4,1,235,223,95,5
367,16-Feb-17,6,2,Thursday,0,4,1,235,223,95,5
368,16-Feb-17,7,2,Thursday,0,4,1,235,190,81,19
369,16-Feb-17,8,2,Thursday,0,4,1,235,120,51,49
370,16-Feb-17,9,2,Thursday,0,4,1,235,30,13,87
371,16-Feb-17,10,2,Thursday,0,4,1,235,18,8,92
372,16-Feb-17,11,2,Thursday,0,4,1,235,5,2,98
373,16-Feb-17,12,2,Thursday,0,4,1,235,2,1,99
374,16-Feb-17,13,2,Thursday,0,4,1,235,1,0,100
375,16-Feb-17,14,2,Thursday,0,4,1,235,0,0,100
376,16-Feb-17,15,2,Thursday,0,4,1,235,4,2,98
377,16-Feb-17,16,2,Thursday,0,4,1,235,13,6,94
378,16-Feb-17,17,2,Thursday,0,4,1,235,80,34,66
379,16-Feb-17,18,2,Thursday,0,4,1,235,112,48,52
380,16-Feb-17,19,2,Thursday,0,4,1,235,207,88,12
381,16-Feb-17,20,2,Thursday,0,4,1,235,218,93,7
382,16-Feb-17,21,2,Thursday,0,4,1,235,218,93,7
383,16-Feb-17,22,2,Thursday,0,4,1,235,218,93,7
384,16-Feb-17,23,2,Thursday,0,4,1,235,218,93,7
385,17-Feb-17,0,2,Friday,0,5,1,235,218,93,7
386,17-Feb-17,1,2,Friday,0,5,1,235,218,93,7
387,17-Feb-17,2,2,Friday,0,5,1,235,218,93,7
388,17-Feb-17,3,2,Friday,0,5,1,235,218,93,7
389,17-Feb-17,4,2,Friday,0,5,1,235,218,93,7
390,17-Feb-17,5,2,Friday,0,5,1,235,218,93,7
391,17-Feb-17,6,2,Friday,0,5,1,235,170,72,28
392,17-Feb-17,7,2,Friday,0,5,1,235,120,51,49
393,17-Feb-17,8,2,Friday,0,5,1,235,32,14,86
394,17-Feb-17,9,2,Friday,0,5,1,235,20,9,91
395,17-Feb-17,10,2,Friday,0,5,1,235,0,0,100
396,17-Feb-17,11,2,Friday,0,5,1,235,0,0,100
397,17-Feb-17,12,2,Friday,0,5,1,235,0,0,100
398,17-Feb-17,13,2,Friday,0,5,1,235,0,0,100
399,17-Feb-17,14,2,Friday,0,5,1,235,3,1,99
400,17-Feb-17,15,2,Friday,0,5,1,235,4,2,98
401,17-Feb-17,16,2,Friday,0,5,1,235,11,5,95
402,17-Feb-17,17,2,Friday,0,5,1,235,80,34,66
403,17-Feb-17,18,2,Friday,0,5,1,235,208,89,11
404,17-Feb-17,19,2,Friday,0,5,1,235,212,90,10
405,17-Feb-17,20,2,Friday,0,5,1,235,226,96,4
406,17-Feb-17,21,2,Friday,0,5,1,235,226,96,4
407,17-Feb-17,22,2,Friday,0,5,1,235,226,96,4
408,17-Feb-17,23,2,Friday,0,5,1,235,226,96,4
409,18-Feb-17,0,2,Saturday,1,6,0,235,226,96,4
410,18-Feb-17,1,2,Saturday,1,6,0,235,226,96,4
411,18-Feb-17,2,2,Saturday,1,6,0,235,226,96,4
412,18-Feb-17,3,2,Saturday,1,6,0,235,226,96,4
413,18-Feb-17,4,2,Saturday,1,6,0,235,226,96,4
414,18-Feb-17,5,2,Saturday,1,6,0,235,226,96,4
415,18-Feb-17,6,2,Saturday,1,6,0,235,198,84,16
416,18-Feb-17,7,2,Saturday,1,6,0,235,170,72,28
417,18-Feb-17,8,2,Saturday,1,6,0,235,110,47,53
418,18-Feb-17,9,2,Saturday,1,6,0,235,110,47,53
419,18-Feb-17,10,2,Saturday,1,6,0,235,80,34,66
420,18-Feb-17,11,2,Saturday,1,6,0,235,80,34,66
